Date,AGG,GLD,SPY,BTC
2022-04-14,95.28498077392578,184.0399932861328,421.69317626953125,39935.515625
2022-04-18,94.99170684814453,184.61000061035156,421.8665466308594,40826.21484375
2022-04-19,94.41433715820312,181.82000732421875,428.6766052246094,41502.75
2022-04-20,94.95507049560547,182.7100067138672,428.3587341308594,41374.37890625
2022-04-21,94.43265533447266,182.05999755859375,421.9532470703125,40527.36328125
2022-04-22,94.34102630615234,180.2899932861328,410.3752136230469,39740.3203125
2022-04-25,94.97337341308594,177.0500030517578,412.7544250488281,40458.30859375
2022-04-26,95.26665496826172,177.32000732421875,400.80072021484375,38117.4609375
2022-04-27,94.88174438476562,175.97999572753906,401.92767333984375,39241.12109375
2022-04-28,94.84506225585938,176.92999267578125,412.0801086425781,39773.828125
2022-04-29,94.27687072753906,176.91000366210938,396.8514099121094,38609.82421875
2022-05-02,93.76365661621094,173.6300048828125,399.2402648925781,38529.328125
2022-05-03,93.97480010986328,174.08999633789062,401.0704040527344,37750.453125
2022-05-04,94.58074951171875,175.8000030517578,413.28411865234375,39698.37109375
2022-05-05,93.6443099975586,175.1300048828125,398.59490966796875,36575.140625
2022-05-06,93.2495346069336,175.4199981689453,396.2157287597656,36040.921875
2022-05-09,93.70858001708984,172.8800048828125,383.5299072265625,30296.953125
2022-05-10,93.9931640625,171.4199981689453,384.4161071777344,31022.90625
2022-05-11,94.342041015625,172.82000732421875,378.3092346191406,28936.35546875
2022-05-12,94.5164794921875,170.1699981689453,377.9143371582031,29047.751953125
2022-05-13,94.1125259399414,168.7899932861328,386.94940185546875,29283.103515625
2022-05-16,94.32366943359375,170.39999389648438,385.37933349609375,29862.91796875
2022-05-17,93.8095474243164,169.3300018310547,393.3067321777344,30425.857421875
2022-05-18,94.18596649169922,169.4199981689453,377.45196533203125,28720.271484375
2022-05-19,94.4246826171875,171.91000366210938,375.14019775390625,30314.333984375
2022-05-20,94.70930480957031,172.02999877929688,375.303955078125,29200.740234375
2022-05-23,94.39714050292969,172.8300018310547,382.325927734375,29098.91015625
2022-05-24,95.12242126464844,174.1300048828125,379.4073181152344,29655.5859375
2022-05-25,95.51720428466797,173.0800018310547,382.7593688964844,29562.361328125
2022-05-26,95.44375610351562,172.75999450683594,390.40740966796875,29267.224609375
2022-05-27,95.59981536865234,172.85000610351562,399.9915771484375,28627.57421875
2022-05-31,94.99388122558594,171.13999938964844,397.7471923828125,31792.310546875
2022-06-01,94.6039047241211,172.22999572753906,394.53009033203125,29799.080078125
2022-06-02,94.7234878540039,174.35000610351562,402.04327392578125,30467.48828125
2022-06-03,94.56710815429688,172.5800018310547,395.44512939453125,29704.390625
2022-06-06,93.98771667480469,171.82000732421875,396.6492004394531,31370.671875
2022-06-07,94.34640502929688,172.94000244140625,400.45391845703125,31155.478515625
2022-06-08,93.96011352539062,172.77999877929688,396.10015869140625,30214.35546875
2022-06-09,93.85894012451172,172.22999572753906,386.6796875,30111.998046875
2022-06-10,93.13232421875,174.5399932861328,375.4676818847656,29083.8046875
2022-06-13,91.6055908203125,169.92999267578125,361.2117919921875,22487.388671875
2022-06-14,91.06292724609375,168.57000732421875,360.1234436035156,22206.79296875
2022-06-15,92.07464599609375,170.77000427246094,365.2574462890625,22572.83984375
2022-06-16,92.29536437988281,172.69000244140625,353.1688537597656,20381.650390625
2022-06-17,92.28614807128906,171.27000427246094,353.9302062988281,20471.482421875
2022-06-21,91.9183120727539,170.6300048828125,362.8398742675781,20710.59765625
2022-06-22,92.7000732421875,171.30999755859375,362.18206787109375,19987.029296875
2022-06-23,93.08634948730469,170.25999450683594,365.7324523925781,21085.876953125
2022-06-24,92.93919372558594,170.08999633789062,377.3604736328125,21231.65625
2022-06-27,92.52532958984375,169.89999389648438,375.9190673828125,20735.478515625
2022-06-28,92.56208801269531,169.6199951171875,368.23797607421875,20280.634765625
2022-06-29,93.09554290771484,169.49000549316406,367.9380798339844,20104.0234375
2022-06-30,93.51863098144531,168.4600067138672,364.9488830566406,19784.7265625
2022-07-01,94.29814147949219,168.32000732421875,368.8087463378906,19269.3671875
2022-07-05,94.47320556640625,164.75,369.5052490234375,20190.115234375
2022-07-06,93.8374252319336,162.13999938964844,370.7532043457031,20548.24609375
2022-07-07,93.62551879882812,162.22999572753906,376.3060302734375,21637.587890625
2022-07-08,93.27537536621094,162.3000030517578,375.9964904785156,21731.1171875
2022-07-11,93.70845031738281,161.42999267578125,371.70123291015625,19970.556640625
2022-07-12,93.8374252319336,160.8300018310547,368.412109375,19323.9140625
2022-07-13,94.1783447265625,161.60000610351562,366.477294921875,20212.07421875
2022-07-14,93.8466567993164,159.3300018310547,365.5872802734375,20569.919921875
2022-07-15,94.21520233154297,159.00999450683594,372.5718994140625,20836.328125
2022-07-18,93.91114044189453,159.16000366210938,369.4955749511719,22485.689453125
2022-07-19,93.78214263916016,159.5399932861328,379.4790344238281,23389.43359375
2022-07-20,93.71764373779297,158.0399932861328,381.89752197265625,23231.732421875
2022-07-21,94.50086212158203,160.27000427246094,385.7864685058594,23164.62890625
2022-07-22,95.23799133300781,160.6699981689453,382.2071228027344,22714.978515625
2022-07-25,94.88785552978516,160.22999572753906,382.67144775390625,21361.701171875
2022-07-26,94.86941528320312,160.0399932861328,378.14404296875,21239.75390625
2022-07-27,95.20113372802734,161.6699981689453,387.9631042480469,22930.548828125
2022-07-28,95.88297271728516,163.63999938964844,392.8291015625,23843.88671875
2022-07-29,95.8922119140625,164.10000610351562,398.5560302734375,23804.6328125
2022-08-01,96.22456359863281,165.02999877929688,397.3758239746094,23314.19921875
2022-08-02,95.23674011230469,164.0500030517578,394.7541809082031,22978.1171875
2022-08-03,95.66142272949219,164.4499969482422,400.93585205078125,22846.5078125
2022-08-04,95.8922119140625,167.1699981689453,400.6650085449219,22630.95703125
2022-08-05,94.8212661743164,165.2899932861328,399.98773193359375,23289.314453125
2022-08-08,95.25519561767578,166.69000244140625,399.5234069824219,23809.486328125
2022-08-09,95.0428695678711,167.1999969482422,397.9369201660156,23164.318359375
2022-08-10,95.28290557861328,166.77999877929688,406.2951965332031,23947.642578125
2022-08-11,94.7751693725586,166.33999633789062,406.2951965332031,23957.529296875
2022-08-12,95.19981384277344,167.8699951171875,413.17333984375,24402.818359375
2022-08-15,95.31983184814453,165.7100067138672,414.8759460449219,24136.97265625
2022-08-16,95.18134307861328,165.4199981689453,415.6885681152344,23883.291015625
2022-08-17,94.61819458007812,164.35000610351562,412.7380065917969,23335.998046875
2022-08-18,94.8212661743164,163.9199981689453,413.9375915527344,23212.73828125
2022-08-19,94.1565933227539,162.72000122070312,408.3751220703125,20877.552734375
2022-08-22,93.75038146972656,161.63999938964844,399.8717041015625,21398.908203125
2022-08-23,93.71347045898438,162.77000427246094,398.9043273925781,21528.087890625
2022-08-24,93.46420288085938,163.25,400.1812744140625,21395.01953125
2022-08-25,93.98121643066406,163.75,405.830810546875,21600.904296875
2022-08-26,93.80579376220703,161.75999450683594,392.0938415527344,20260.01953125
2022-08-29,93.35340881347656,161.86000061035156,389.501220703125,20297.994140625
2022-08-30,93.47341918945312,160.50999450683594,385.2253723144531,19796.80859375
2022-08-31,92.97490692138672,159.27000427246094,382.2941589355469,20049.763671875
2022-09-01,92.57158660888672,157.8699951171875,383.49371337890625,20127.140625
2022-09-02,92.8398666381836,159.25999450683594,379.4500427246094,19969.771484375
2022-09-06,91.97027587890625,158.3300018310547,378.018310546875,18837.66796875
2022-09-07,92.60855865478516,159.94000244140625,384.8094177246094,19290.32421875
2022-09-08,92.31256103515625,158.97999572753906,387.3246154785156,19329.833984375
2022-09-09,92.30330657958984,159.82000732421875,393.341796875,21381.15234375
2022-09-12,92.16454315185547,160.6300048828125,397.5693054199219,22370.44921875
2022-09-13,91.6465072631836,158.5399932861328,380.2820129394531,20296.70703125
2022-09-14,91.7667465209961,157.92999267578125,381.7331237792969,20241.08984375
2022-09-15,91.48926544189453,154.97999572753906,377.399169921875,19701.2109375
2022-09-16,91.42450714111328,155.83999633789062,374.5199890136719,19772.583984375
2022-09-19,91.2857437133789,155.9600067138672,377.4244079589844,19544.12890625
2022-09-20,90.87869262695312,155.07000732421875,373.0921325683594,18890.7890625
2022-09-21,91.16548156738281,155.7899932861328,366.5840148925781,18547.400390625
2022-09-22,90.19412231445312,155.6999969482422,363.5047302246094,19413.55078125
2022-09-23,89.9166259765625,153.00999450683594,357.4142761230469,19297.638671875
2022-09-26,88.7602767944336,151.22999572753906,353.8785095214844,19222.671875
2022-09-27,88.38101959228516,151.5399932861328,352.9751281738281,19110.546875
2022-09-28,89.80565643310547,154.69000244140625,359.92041015625,19426.720703125
2022-09-29,89.3338394165039,154.66000366210938,352.4020080566406,19573.05078125
2022-09-30,89.12108612060547,154.6699981689453,346.95263671875,19431.7890625
2022-10-03,89.84514617919922,158.42999267578125,356.11260986328125,19623.580078125
2022-10-04,90.08618927001953,160.6999969482422,367.1473693847656,20336.84375
2022-10-05,89.61337280273438,159.80999755859375,366.2925720214844,20160.716796875
2022-10-06,89.26107025146484,159.6300048828125,362.513916015625,19955.443359375
2022-10-07,88.78825378417969,157.8800048828125,352.4020080566406,19546.849609375
2022-10-10,88.38959503173828,155.47999572753906,349.7113342285156,19141.484375
2022-10-11,88.44523620605469,155.16000366210938,347.49658203125,19051.41796875
2022-10-12,88.51939392089844,155.99000549316406,346.3503723144531,19157.4453125
2022-10-13,88.24126434326172,154.91000366210938,355.490966796875,19382.904296875
2022-10-14,87.75917053222656,152.97999572753906,347.3898010253906,19185.65625
2022-10-17,87.94459533691406,153.4199981689453,356.3166198730469,19550.7578125
2022-10-18,88.09292602539062,153.75,360.50323486328125,19334.416015625
2022-10-19,87.33269500732422,151.69000244140625,357.94854736328125,19139.53515625
2022-10-20,86.80425262451172,151.4499969482422,354.947021484375,19053.740234375
2022-10-21,86.93405151367188,154.14999389648438,363.5727233886719,19172.46875
2022-10-24,86.81353759765625,153.64999389648438,368.0216369628906,19345.572265625
2022-10-25,87.66645050048828,154.0,373.89837646484375,20095.857421875
2022-10-26,88.05585479736328,154.97999572753906,371.08135986328125,20770.44140625
2022-10-27,88.50086212158203,154.74000549316406,369.09979248046875,20285.8359375
2022-10-28,88.2783432006836,153.16000366210938,377.8809509277344,20595.3515625
2022-10-31,87.981689453125,151.91000366210938,375.1513977050781,20495.7734375
2022-11-01,88.14522552490234,153.4600067138672,373.5097961425781,20485.2734375
2022-11-02,87.99653625488281,152.38999938964844,364.1361389160156,20159.50390625
2022-11-03,87.67131805419922,151.80999755859375,360.38665771484375,20209.98828125
2022-11-04,87.66202545166016,156.47000122070312,365.57379150390625,21147.23046875
2022-11-07,87.38328552246094,155.85000610351562,369.0706787109375,20602.81640625
2022-11-08,87.75493621826172,159.4499969482422,371.0619812011719,18541.271484375
2022-11-09,87.8571548461914,158.64999389648438,363.4172668457031,15880.7802734375
2022-11-10,89.74346923828125,163.47999572753906,383.38861083984375,17586.771484375
2022-11-11,89.67842102050781,164.55999755859375,387.0992126464844,17034.29296875
2022-11-14,89.42753601074219,164.9199981689453,383.8063049316406,16618.19921875
2022-11-15,90.0872802734375,165.5,387.0798034667969,16884.61328125
2022-11-16,90.64479064941406,165.1199951171875,384.1268310546875,16669.439453125
2022-11-17,90.2638168334961,163.9199981689453,382.9514465332031,16687.517578125
2022-11-18,90.13372802734375,162.7899932861328,384.69024658203125,16697.77734375
2022-11-21,90.0779800415039,161.8800048828125,383.2914733886719,15787.2841796875
2022-11-22,90.5425796508789,162.07000732421875,388.449462890625,16189.76953125
2022-11-23,91.08153533935547,163.0800018310547,390.89727783203125,16610.70703125
2022-11-25,91.10011291503906,163.22000122070312,390.809814453125,16521.841796875
2022-11-28,90.9514389038086,161.92999267578125,384.5736999511719,16217.322265625
2022-11-29,90.62621307373047,162.72999572753906,383.9131164550781,16444.982421875
2022-11-30,91.33242797851562,164.80999755859375,396.0066223144531,17168.56640625
2022-12-01,92.09239196777344,167.83999633789062,395.7152404785156,16967.1328125
2022-12-02,92.4742660522461,167.25999450683594,395.2586975097656,17088.66015625
2022-12-05,91.74781036376953,164.38999938964844,388.1482849121094,16974.826171875
2022-12-06,92.01789855957031,164.83999633789062,382.5532531738281,17089.50390625
2022-12-07,92.83747863769531,166.3300018310547,381.90240478515625,16848.126953125
2022-12-08,92.55806732177734,166.47000122070312,384.89422607421875,17233.474609375
2022-12-09,92.00857543945312,167.05999755859375,382.0190124511719,17133.15234375
2022-12-12,92.0271987915039,165.67999267578125,387.52667236328125,17206.4375
2022-12-13,92.64191436767578,168.50999450683594,390.46014404296875,17781.318359375
2022-12-14,92.8468017578125,168.10000610351562,387.9637451171875,17815.650390625
2022-12-15,92.98307800292969,165.35000610351562,378.4734802246094,17364.865234375
2022-12-16,92.74038696289062,166.7899932861328,374.00518798828125,16647.484375
2022-12-19,92.17096710205078,166.32000732421875,370.8337707519531,16439.6796875
2022-12-20,91.5455322265625,169.0800018310547,371.3411865234375,16906.3046875
2022-12-21,91.79757690429688,168.8000030517578,376.8936462402344,16817.53515625
2022-12-22,91.76956939697266,166.75999450683594,371.51678466796875,16830.341796875
2022-12-23,91.45218658447266,167.25999450683594,373.6539001464844,16796.953125
2022-12-27,90.78941345214844,168.6699981689453,372.1803894042969,16717.173828125
2022-12-28,90.63072967529297,167.91000366210938,367.55499267578125,16552.572265625
2022-12-29,90.9667739868164,168.85000610351562,374.1711120605469,16642.341796875
2022-12-30,90.53740692138672,169.63999938964844,373.1855163574219,16602.5859375
2023-01-03,91.06948852539062,171.05999755859375,371.6143798828125,16679.857421875
2023-01-04,91.57355499267578,172.6699981689453,374.4833679199219,16863.23828125
2023-01-05,91.4988784790039,170.52000427246094,370.2091979980469,16836.736328125
2023-01-06,92.49766540527344,173.7100067138672,378.69891357421875,16951.96875
2023-01-09,92.73104858398438,174.10000610351562,378.4842224121094,17196.5546875
2023-01-10,92.37632751464844,174.74000549316406,381.13848876953125,17446.29296875
2023-01-11,92.94575500488281,174.6199951171875,385.9590148925781,17934.896484375
2023-01-12,93.61783599853516,176.63999938964844,387.3642578125,18869.587890625
2023-01-13,93.27245330810547,178.75999450683594,388.8670349121094,19909.57421875
2023-01-17,93.10446166992188,177.58999633789062,388.1546630859375,21161.51953125
2023-01-18,94.02857971191406,177.0800018310547,382.0264587402344,20688.78125
2023-01-19,93.81387329101562,179.88999938964844,379.24542236328125,21086.79296875
2023-01-20,93.4311294555664,179.2899932861328,386.3103942871094,22676.552734375
2023-01-23,93.1977767944336,179.6300048828125,390.945556640625,22934.431640625
2023-01-24,93.6085205078125,180.27999877929688,390.52593994140625,22636.46875
2023-01-25,93.72053527832031,181.11000061035156,390.67230224609375,23117.859375
2023-01-26,93.56183624267578,179.47000122070312,394.9659729003906,23032.77734375
2023-01-27,93.42182922363281,179.22000122070312,395.87347412109375,23078.728515625
2023-01-30,93.16978454589844,178.75999450683594,390.906494140625,22840.138671875
2023-01-31,93.5525131225586,179.41000366210938,396.6541442871094,23139.283203125
2023-02-01,94.21221160888672,181.6699981689453,400.8697204589844,23723.76953125
2023-02-02,94.31515502929688,177.89999389648438,406.70513916015625,23471.87109375
2023-02-03,93.40746307373047,173.4600067138672,402.38226318359375,23449.322265625
2023-02-06,92.89279174804688,173.82000732421875,399.92315673828125,22760.109375
2023-02-07,92.73371124267578,173.97999572753906,405.1535949707031,23264.291015625
2023-02-08,92.86473083496094,174.41000366210938,400.7233581542969,22939.3984375
2023-02-09,92.49978637695312,173.02999877929688,397.2493896484375,21819.0390625
2023-02-10,92.0973892211914,173.36000061035156,398.1764221191406,21651.18359375
2023-02-13,92.37813568115234,172.47999572753906,402.8505859375,21808.1015625
2023-02-14,92.05061340332031,172.61000061035156,402.6652526855469,22220.8046875
2023-02-15,91.87281799316406,170.88999938964844,403.9728088378906,24307.841796875
2023-02-16,91.48914337158203,170.75,398.41058349609375,23623.474609375
2023-02-17,91.7043685913086,171.25999450683594,397.415283203125,24565.6015625
2023-02-21,90.84349822998047,170.6199951171875,389.4427795410156,24436.353515625
2023-02-22,91.08678436279297,169.66000366210938,388.90606689453125,24188.84375
2023-02-23,91.41429138183594,169.57000732421875,390.97479248046875,23947.4921875
2023-02-24,90.8902587890625,168.35000610351562,386.7982482910156,23198.126953125
2023-02-27,91.06804656982422,169.00999450683594,388.1156311035156,23522.87109375
2023-02-28,91.05868530273438,169.77999877929688,386.68121337890625,23147.353515625
2023-03-01,90.53714752197266,170.75999450683594,385.19793701171875,23646.55078125
2023-03-02,90.34957885742188,170.66000366210938,388.1937255859375,23475.466796875
2023-03-03,91.06246185302734,172.49000549316406,394.41949462890625,22362.6796875
2023-03-06,90.83733367919922,171.6199951171875,394.6927490234375,22429.7578125
2023-03-07,90.71539306640625,168.6199951171875,388.642578125,22219.76953125
2023-03-08,90.62159729003906,168.5399932861328,389.2768859863281,21718.080078125
2023-03-09,90.94989776611328,170.1999969482422,382.09478759765625,20363.021484375
2023-03-10,92.00984191894531,173.8699951171875,376.58135986328125,20187.244140625
2023-03-13,92.74149322509766,177.86000061035156,376.04461669921875,24197.533203125
2023-03-14,92.19747161865234,176.8300018310547,382.2607116699219,24746.07421875
2023-03-15,93.11671447753906,178.2100067138672,379.8699035644531,24375.9609375
2023-03-16,92.75086975097656,178.57000732421875,386.5348205566406,25052.7890625
2023-03-17,93.33245086669922,183.77000427246094,382.0151672363281,27423.9296875
2023-03-20,92.95724487304688,183.83999633789062,385.6884765625,27767.236328125
2023-03-21,92.67583465576172,180.3699951171875,390.7528076171875,28175.81640625
2023-03-22,93.56696319580078,183.44000244140625,384.091796875,27307.4375
2023-03-23,93.79206848144531,185.74000549316406,385.1301574707031,28333.97265625
2023-03-24,93.9515380859375,183.64999389648438,387.6573791503906,27493.28515625
2023-03-27,92.93849182128906,181.9499969482422,388.3822326660156,27139.888671875
2023-03-28,92.79780578613281,183.44000244140625,387.51043701171875,27268.130859375
2023-03-29,92.91034698486328,182.52999877929688,393.14288330078125,28348.44140625
2023-03-30,93.0135269165039,184.17999267578125,395.44482421875,28033.5625
2023-03-31,93.46378326416016,183.22000122070312,401.0185241699219,28478.484375
2023-04-03,93.87001037597656,184.5399932861328,402.54656982421875,27790.220703125
2023-04-04,94.21797943115234,187.97999572753906,400.31317138671875,28168.08984375
2023-04-05,94.53768920898438,187.8300018310547,399.26507568359375,28177.984375
2023-04-06,94.45307159423828,186.49000549316406,400.82257080078125,28044.140625
2023-04-10,93.80419921875,185.11000061035156,401.23394775390625,29652.98046875
2023-04-11,93.8606185913086,186.27999877929688,401.34173583984375,30235.05859375
2023-04-12,93.97346496582031,187.19000244140625,399.7058410644531,30139.052734375
2023-04-13,93.93584442138672,189.72000122070312,405.0150451660156,30399.06640625
2023-04-14,93.47505950927734,186.36000061035156,404.02569580078125,30485.69921875
2023-04-17,93.00485229492188,185.52999877929688,405.4754333496094,29445.044921875
2023-04-18,93.13650512695312,186.25,405.7398986816406,30397.552734375
2023-04-19,92.99544525146484,185.36000061035156,405.67138671875,28822.6796875
2023-04-20,93.41862487792969,186.08999633789062,403.4575500488281,28245.98828125
2023-04-21,93.25875854492188,184.25,403.77099609375,27276.91015625
2023-04-24,93.62552642822266,184.80999755859375,404.19219970703125,27525.33984375
2023-04-25,94.20856475830078,185.75,397.7761535644531,28307.59765625
2023-04-26,93.8606185913086,184.74000549316406,396.0913391113281,28422.701171875
2023-04-27,93.52207946777344,184.75,403.9767150878906,29473.787109375
2023-04-28,94.00166320800781,184.8000030517578,407.4247131347656,29340.26171875
2023-05-01,93.03913879394531,183.97000122070312,407.0133056640625,28091.568359375
2023-05-02,93.94416046142578,187.52000427246094,402.4388122558594,28680.537109375
2023-05-03,94.35895538330078,189.11000061035156,399.67645263671875,29006.30859375
2023-05-04,94.24583435058594,190.44000244140625,396.8455810546875,28847.7109375
2023-05-05,93.94416046142578,187.4600067138672,404.19219970703125,29534.384765625
2023-05-08,93.4256362915039,187.69000244140625,404.29998779296875,27694.2734375
2023-05-09,93.3408203125,189.02000427246094,402.5269470214844,27658.775390625
2023-05-10,93.94416046142578,188.75,404.4076843261719,27621.755859375
2023-05-11,94.22698974609375,187.1300048828125,403.702392578125,27000.7890625
2023-05-12,93.69905090332031,186.80999755859375,403.1734619140625,26804.990234375
2023-05-15,93.46337890625,187.2100067138672,404.5644226074219,27192.693359375
2023-05-16,93.24654388427734,184.8699951171875,401.8608703613281,27036.650390625
2023-05-17,93.10513305664062,184.22999572753906,406.73907470703125,27398.802734375
2023-05-18,92.67147064208984,181.83999633789062,410.6572570800781,26832.208984375
2023-05-19,92.46406555175781,183.63999938964844,410.0597229003906,26890.12890625
2023-05-22,92.37921905517578,183.2100067138672,410.2262268066406,26851.27734375
2023-05-23,92.48292541503906,183.42999267578125,405.6223449707031,27225.7265625
2023-05-24,92.24723815917969,181.9499969482422,402.6837158203125,26334.818359375
2023-05-25,91.90784454345703,180.1999969482422,406.1708984375,26476.20703125
2023-05-26,91.98328399658203,180.9199981689453,411.4310607910156,26719.291015625
2023-05-30,92.59606170654297,182.0399932861328,411.5877990722656,27702.349609375
2023-05-31,92.926025390625,182.32000732421875,409.30548095703125,27219.658203125
2023-06-01,93.20767974853516,183.75999450683594,413.19427490234375,26819.97265625
2023-06-02,92.71617889404297,181.0500030517578,419.1695556640625,27249.58984375
2023-06-05,92.70671081542969,182.13999938964844,418.3663024902344,25760.09765625
