Date,AGG,GLD,SPY,BTC-USD
2023-08-04,92.16104888916016,180.19000244140625,439.2990417480469,29074.091796875
2023-08-07,92.18009948730469,179.77999877929688,443.13348388671875,29180.578125
2023-08-08,92.39935302734375,178.63999938964844,441.2064208984375,29765.4921875
2023-08-09,92.4660873413086,177.7899932861328,438.2568664550781,29561.494140625
2023-08-10,91.86553192138672,177.60000610351562,438.4141540527344,29429.591796875
2023-08-11,91.5795669555664,177.60000610351562,438.1585693359375,29397.71484375
2023-08-14,91.51282501220703,177.05999755859375,440.5771789550781,29408.443359375
2023-08-15,91.26498413085938,176.58999633789062,435.4449462890625,29170.34765625
2023-08-16,91.04572296142578,175.57000732421875,432.24957275390625,28701.779296875
2023-08-17,90.95042419433594,175.3000030517578,428.9559020996094,26664.55078125
2023-08-18,91.15060424804688,175.3300018310547,429.1623840332031,26049.556640625
2023-08-21,90.69302368164062,175.80999755859375,431.9546203613281,26124.140625
2023-08-22,90.78834533691406,176.10000610351562,430.78460693359375,26031.65625
2023-08-23,91.65582275390625,177.88999938964844,435.5826110839844,26431.640625
2023-08-24,91.44609832763672,177.85000610351562,429.54583740234375,26162.373046875
2023-08-25,91.38890075683594,177.6199951171875,432.57403564453125,26047.66796875
2023-08-28,91.5890884399414,178.1300048828125,435.317138671875,26106.150390625
2023-08-29,92.18009948730469,179.8699951171875,441.60955810546875,27727.392578125
2023-08-30,92.1419906616211,180.32000732421875,443.428466796875,27297.265625
2023-08-31,92.27543640136719,180.02000427246094,442.7795715332031,25931.47265625
2023-09-01,91.79752349853516,180.11000061035156,443.60540771484375,25800.724609375
2023-09-05,91.30047607421875,178.63999938964844,441.6882019042969,25779.982421875
2023-09-06,91.2144775390625,177.8300018310547,438.7189636230469,25753.236328125
2023-09-07,91.501220703125,178.02000427246094,437.3720397949219,26240.1953125
2023-09-08,91.54901885986328,178.0800018310547,438.03070068359375,25905.654296875
2023-09-11,91.44387817382812,178.41000366210938,440.9114990234375,25162.654296875
2023-09-12,91.47254180908203,177.49000549316406,438.4928283691406,25833.34375
2023-09-13,91.60636138916016,177.0800018310547,439.00408935546875,26228.32421875
2023-09-14,91.48212432861328,177.1699981689453,442.78936767578125,26539.673828125
2023-09-15,91.27181243896484,178.33999633789062,437.4544982910156,26608.693359375
2023-09-18,91.40562438964844,179.38999938964844,437.7110290527344,26754.28125
2023-09-19,91.13800811767578,179.22000122070312,436.80328369140625,27211.1171875
2023-09-20,91.09022521972656,179.35000610351562,432.7876281738281,27132.0078125
2023-09-21,90.46892547607422,178.0500030517578,425.6343688964844,26567.6328125
2023-09-22,90.85126495361328,178.6199951171875,424.67730712890625,26579.568359375
2023-09-25,90.13439178466797,177.6999969482422,426.4631652832031,26298.48046875
2023-09-26,90.01968383789062,176.27999877929688,420.1978454589844,26217.25
2023-09-27,89.70426940917969,174.10000610351562,420.3655700683594,26352.716796875
2023-09-28,89.97189331054688,173.22999572753906,422.8026428222656,27021.546875
2023-09-29,89.88587951660156,171.4499969482422,421.7764892578125,26911.720703125
2023-10-02,89.260009765625,169.64999389648438,421.6087646484375,27530.78515625
2023-10-03,88.56033325195312,169.16000366210938,415.965087890625,27429.978515625
